,id,name symptom,other name,link,acronym,,,,,
7273,7274,Deep dermal perivascular inflammatory infiltrate,Idiopathic retroperitoneal fibrosis, Ormond's disease, IgG4-related retroperitoneal fibrosis,,https://hpo.jax.org/app/browse/term/HP:0031191,,,
7274,7275,Unilateral renal hypoplasia,Idiopathic retroperitoneal fibrosis, Ormond's disease, IgG4-related retroperitoneal fibrosis,,https://hpo.jax.org/app/browse/term/HP:0012583,,,
7275,7276,Bilateral wrist flexion contracture,"SPG18; Intellectual disability, motor dysfunction, and joint contractures; IDMDC",https://hpo.jax.org/app/browse/term/HP:0012453,,,,,,
7276,7277,Congenital bilateral ptosis,IGF1 deficiency,https://hpo.jax.org/app/browse/term/HP:0007911,,,,,,
7277,7278,Abnormal T cell morphology,T-lymphocyte deficiency, Thymic aplasia, Nezelof syndrome,https://hpo.jax.org/app/browse/term/HP:0002843,,,,
7278,7279,Metaphyseal dysostosis,T-lymphocyte deficiency, Thymic aplasia, Nezelof syndrome,https://hpo.jax.org/app/browse/term/HP:0005899,,,,
7279,7280,Abnormal immunoglobulin level,"Spondyloepiphyseal dysplasia nephrotic syndrome; Schimke syndrome; Immunoosseous dysplasia, Schimke type;",https://hpo.jax.org/app/browse/term/HP:0010701,,,,,,
7280,7281,Lateral displacement of the femoral head,"Spondyloepiphyseal dysplasia nephrotic syndrome; Schimke syndrome; Immunoosseous dysplasia, Schimke type;",https://hpo.jax.org/app/browse/term/HP:0006453,,,,,,
7281,7282,Undetectable visual evoked potentials,"Progressive Encephalopathy with edema, Hypsarrhythmia, and Optic atrophy; Infantile cerebellooptic atrophy",https://hpo.jax.org/app/browse/term/HP:0007965,,,,,,
7282,7283,Abnormality of connective tissue,,https://hpo.jax.org/app/browse/term/HP:0003549,,,,,,
7283,7284,Low self esteem,Polio, Infantile paralysis,https://hpo.jax.org/app/browse/term/HP:0031469,,,,,
7284,7285,Diminished movement,Polio, Infantile paralysis,https://hpo.jax.org/app/browse/term/HP:0002374,,,,,
7285,7286,Vaginal hernia,Tsao Ellingson syndrome,https://hpo.jax.org/app/browse/term/HP:0100672,,,,,,
7286,7287,Lichenoid skin lesion,"Pineal hyperplasia, insulin-resistant diabetes mellitus, and somatic abnormalities; Mendenhall Syndrome; INSR-related severe syndromic insulin resistance",https://hpo.jax.org/app/browse/term/HP:0031452,,,,,,
7287,7288,Onychauxis,"Pineal hyperplasia, insulin-resistant diabetes mellitus, and somatic abnormalities; Mendenhall Syndrome; INSR-related severe syndromic insulin resistance",https://hpo.jax.org/app/browse/term/HP:0012542,,,,,,
7288,7289,Increased pineal volume,"Pineal hyperplasia, insulin-resistant diabetes mellitus, and somatic abnormalities; Mendenhall Syndrome; INSR-related severe syndromic insulin resistance",https://hpo.jax.org/app/browse/term/HP:0012686,,,,,,
7289,7290,Hypoplasia of deltoid muscle,"Instituto Venezolano de Investigaciones Cientificas syndrome; Radial ray defects, hearing impairment, external ophthalmoplegia, and thrombocytopenia; Oculootoradial syndrome;",https://hpo.jax.org/app/browse/term/HP:0030241,,,,,,
7290,7291,Limited interphalangeal movement,"Instituto Venezolano de Investigaciones Cientificas syndrome; Radial ray defects, hearing impairment, external ophthalmoplegia, and thrombocytopenia; Oculootoradial syndrome;",https://hpo.jax.org/app/browse/term/HP:0006064,,,,,,
7291,7292,Pectoralis major hypoplasia,"Instituto Venezolano de Investigaciones Cientificas syndrome; Radial ray defects, hearing impairment, external ophthalmoplegia, and thrombocytopenia; Oculootoradial syndrome;",https://hpo.jax.org/app/browse/term/HP:0008953,,,,,,
7292,7293,Cuboid-shaped thoracolumbar vertebral bodies,Mutchinick syndrome,https://hpo.jax.org/app/browse/term/HP:0008425,,,,,,
7293,7294,Hyperconvex thumb nails,Mutchinick syndrome,https://hpo.jax.org/app/browse/term/HP:0008407,,,,,,
7294,7295,Absent proximal radial epiphyses,"Intellectual disability, Mietens-Weber type; Mietens syndrome",https://hpo.jax.org/app/browse/term/HP:0005093,,,,,,
7295,7296,Forearm undergrowth,"Intellectual disability, Mietens-Weber type; Mietens syndrome",https://hpo.jax.org/app/browse/term/HP:0009821,,,,,,
7296,7297,Overhanging nasal tip,"Pitt Hopkins syndrome; Intellectual disability, wide mouth, distinctive facial features, and intermittent hyperventilation followed by apnea",https://hpo.jax.org/app/browse/term/HP:0011833,,,,,,
7297,7298,Triangular nasal tip,"Pitt Hopkins syndrome; Intellectual disability, wide mouth, distinctive facial features, and intermittent hyperventilation followed by apnea",https://hpo.jax.org/app/browse/term/HP:0000451,,,,,,
7298,7299,Accessory scrotum,"Intellectual disability, X-linked with Growth Delay, Deafness, Microgenitalism; Juberg-Marsidi Intellectual disability syndrome; JMS;",https://hpo.jax.org/app/browse/term/HP:0030274,,,,,,
7299,7300,Disorganization of the anterior cerebellar vermis,"Oligophrenin-1 syndrome; OPHN1- related XLID; OPHN1 XLMR, X-linked intellectual disability;",https://hpo.jax.org/app/browse/term/HP:0007065,,,,,,
7300,7301,Calcification of the auricular cartilage,"Intellectual disability-cataracts-calcified pinnae-myopathy syndrome; Ossified ear cartilages with mental deficiency, muscle wasting, and bony changes",https://hpo.jax.org/app/browse/term/HP:0005103,,,,,,
7301,7302,Posterior scalloping of vertebral bodies,"Intellectual disability-cataracts-calcified pinnae-myopathy syndrome; Ossified ear cartilages with mental deficiency, muscle wasting, and bony changes",https://hpo.jax.org/app/browse/term/HP:0005121,,,,,,
7302,7303,Superiorly displaced ears,"Intellectual disability-cataracts-calcified pinnae-myopathy syndrome; Ossified ear cartilages with mental deficiency, muscle wasting, and bony changes",https://hpo.jax.org/app/browse/term/HP:0008541,,,,,,
7303,7304,Recurrent streptococcus pneumoniae infections,Interleukin receptor-associated kinase deficiency, IRAK4 deficiency,https://hpo.jax.org/app/browse/term/HP:0005366,,,,,
7304,7305,Ciliary body melanoma,Melanoma of the Uvea, Uveal melanoma,https://hpo.jax.org/app/browse/term/HP:0012055,,,,,
7305,7306,Iris melanoma,Melanoma of the Uvea, Uveal melanoma,https://hpo.jax.org/app/browse/term/HP:0011524,,,,,
7306,7307,Abnormal visual accommodation,Melanoma of the Uvea, Uveal melanoma,https://hpo.jax.org/app/browse/term/HP:0030800,,,,,
7307,7308,Inferior lens subluxation,Melanoma of the Uvea, Uveal melanoma,https://hpo.jax.org/app/browse/term/HP:0008494,,,,,
7308,7309,Zonular cataract,Melanoma of the Uvea, Uveal melanoma,https://hpo.jax.org/app/browse/term/HP:0010920,,,,,
7309,7310,Abnormal circulating leucine concentration,3MCC, 3-MCC deficiency, 3-methylcrotonylglycinuria,,https://hpo.jax.org/app/browse/term/HP:0004357,,,
7310,7311,Abnormal cardiac atrium morphology,Syndrome of microtia and aortic arch anomalies, Microtia aortic arch syndrome,https://hpo.jax.org/app/browse/term/HP:0005120,,,,,
7311,7312,Abnormal cardiac ventricle morphology,Syndrome of microtia and aortic arch anomalies, Microtia aortic arch syndrome,https://hpo.jax.org/app/browse/term/HP:0001713,,,,,
7312,7313,Abnormality of the pulmonary veins,Syndrome of microtia and aortic arch anomalies, Microtia aortic arch syndrome,https://hpo.jax.org/app/browse/term/HP:0011718,,,,,
7313,7314,Aplasia/Hypoplasia of the inner ear,Syndrome of microtia and aortic arch anomalies, Microtia aortic arch syndrome,https://hpo.jax.org/app/browse/term/HP:0008774,,,,,
7314,7315,Thin anteverted nares,Syndrome of microtia and aortic arch anomalies, Microtia aortic arch syndrome,https://hpo.jax.org/app/browse/term/HP:0004495,,,,,
7315,7316,Linear nevus sebaceous,Schimmelpenning Feuerstein Mims syndrome, Sebaceous nevus syndrome linear, SFM syndrome,,https://hpo.jax.org/app/browse/term/HP:0010817,,,
7316,7317,Prominent supraorbital arches in adult,Metaphyseal chondrodysplasia Murk Jansen type, Murk Jansen type metaphyseal chondrodysplasia,https://hpo.jax.org/app/browse/term/HP:0004676,,,,,
7317,7318,Thick skull base,Metaphyseal chondrodysplasia Murk Jansen type, Murk Jansen type metaphyseal chondrodysplasia,https://hpo.jax.org/app/browse/term/HP:0002737,,,,,
7318,7319,Tibial metaphyseal irregularity,Spondylometaphyseal dysplasia Schmidt type, Spondylometaphyseal dysplasia with severe genu valgum, Schmid metaphyseal dysostosis,,https://hpo.jax.org/app/browse/term/HP:0030292,,,
7319,7320,Midline skin dimples over anterior/posterior fontanelles,"JBS; Nasal alar hypoplasia, hypothyroidism, pancreatic achylia and congenital deafness",https://hpo.jax.org/app/browse/term/HP:0005498,,,,,,
7320,7321,Juvenile colonic polyposis,JPS, Polyposis juvenile intestinal, PJI,,https://hpo.jax.org/app/browse/term/HP:0012198,,,
7321,7322,Juvenile gastrointestinal polyposis,JPS, Polyposis juvenile intestinal, PJI,,https://hpo.jax.org/app/browse/term/HP:0004784,,,
7322,7323,Small intestinal polyposis,JPS, Polyposis juvenile intestinal, PJI,,https://hpo.jax.org/app/browse/term/HP:0030256,,,
7323,7324,Rectocele,JPS, Polyposis juvenile intestinal, PJI,,https://hpo.jax.org/app/browse/term/HP:0100822,,,
7324,7325,Extrahepatic portal hypertension,JPS, Polyposis juvenile intestinal, PJI,,https://hpo.jax.org/app/browse/term/HP:0004941,,,
7325,7326,Hemangioblastoma,JPS, Polyposis juvenile intestinal, PJI,,https://hpo.jax.org/app/browse/term/HP:0010797,,,
7326,7327,Juvenile myelomonocytic leukemia,"JMML; Leukemia, juvenile myelomonocytic",https://hpo.jax.org/app/browse/term/HP:0012209,,,,,,
7327,7328,Central Y-shaped metacarpal,Joubert syndrome with orofaciodigital defect, OFD6, Oral-facial-digital syndrome type 6,,https://hpo.jax.org/app/browse/term/HP:0006145,,,
7328,7329,Mesoaxial polydactyly,Joubert syndrome with orofaciodigital defect, OFD6, Oral-facial-digital syndrome type 6,,https://hpo.jax.org/app/browse/term/HP:0100260,,,
7329,7330,Spasticity of facial muscles,"JPLS; Primary lateral sclerosis, juvenile; PLS juvenile",https://hpo.jax.org/app/browse/term/HP:0002491,,,,,,
7330,7331,Spasticity of pharyngeal muscles,"JPLS; Primary lateral sclerosis, juvenile; PLS juvenile",https://hpo.jax.org/app/browse/term/HP:0002501,,,,,,
7331,7332,Aplasia/Hypoplasia of the macula,Stargardt macular dystrophy, Juvenile onset macular degeneration,https://hpo.jax.org/app/browse/term/HP:0008059,,,,,
7332,7333,Yellow/white lesions of the macula,Stargardt macular dystrophy, Juvenile onset macular degeneration,https://hpo.jax.org/app/browse/term/HP:0030500,,,,,
7333,7334,Retinitis pigmentosa inversa,Stargardt macular dystrophy, Juvenile onset macular degeneration,https://hpo.jax.org/app/browse/term/HP:0008035,,,,,
7334,7335,Abnormality of tumor necrosis factor secretion,Juvenile psoriatic arthritis, Psoriasis-related JIA, Psoriasis-related juvenile idiopathic arthritis,https://hpo.jax.org/app/browse/term/HP:0011118,,,,
7335,7336,Finger dactylitis,Juvenile psoriatic arthritis, Psoriasis-related JIA, Psoriasis-related juvenile idiopathic arthritis,https://hpo.jax.org/app/browse/term/HP:0031090,,,,
7336,7337,Toe dactylitis,Juvenile psoriatic arthritis, Psoriasis-related JIA, Psoriasis-related juvenile idiopathic arthritis,https://hpo.jax.org/app/browse/term/HP:0031091,,,,
7337,7338,Mizuo phenomenon,X-linked juvenile retinoschisis, XJR, X-linked retinoschisis,,https://hpo.jax.org/app/browse/term/HP:0030824,,,
7338,7339,Peripheral cystoid retinal degeneration,X-linked juvenile retinoschisis, XJR, X-linked retinoschisis,,https://hpo.jax.org/app/browse/term/HP:0007667,,,
7339,7340,Rapid neurologic deterioration,MSD, Juvenile sulfatidosis, Mucosulfatidosis,,https://hpo.jax.org/app/browse/term/HP:0007307,,,
7340,7341,Eversion of lateral third of lower eyelids,NKS, Niikawa-Kuroki syndrome, KMS,,https://hpo.jax.org/app/browse/term/HP:0007655,,,
7341,7342,Areolar fullness,NKS, Niikawa-Kuroki syndrome, KMS,,https://hpo.jax.org/app/browse/term/HP:0032315,,,
7342,7343,Anoperineal fistula,NKS, Niikawa-Kuroki syndrome, KMS,,https://hpo.jax.org/app/browse/term/HP:0005218,,,
7343,7344,Prominent eyelashes,NKS, Niikawa-Kuroki syndrome, KMS,,https://hpo.jax.org/app/browse/term/HP:0011231,,,
7344,7345,Hyperproteinemia,Plasma cell myeloma, Kahler disease, Myelomatosis,,https://hpo.jax.org/app/browse/term/HP:0002152,,,
7345,7346,Abnormality of vitamin B12 metabolism,Plasma cell myeloma, Kahler disease, Myelomatosis,,https://hpo.jax.org/app/browse/term/HP:0004341,,,
7346,7347,Leydig cell insensitivity to gonadotropin,"KAL1; Kallmann syndrome, X-linked; Kallmann syndrome, type 1, X-linked",https://hpo.jax.org/app/browse/term/HP:0002929,,,,,,
7347,7348,Small pituitary gland,KAL6,https://hpo.jax.org/app/browse/term/HP:0012506,,,,,,
7348,7349,Abnormal humerus morphology,,https://hpo.jax.org/app/browse/term/HP:0031095,,,,,,
7349,7350,Abnormal thoracic spine morphology,,https://hpo.jax.org/app/browse/term/HP:0100711,,,,,,
7350,7351,Epidural hemorrhage,,https://hpo.jax.org/app/browse/term/HP:0100310,,,,,,
7351,7352,Subconjunctival hemorrhage,,https://hpo.jax.org/app/browse/term/HP:0011896,,,,,,
7352,7353,Palmoplantar erythema,Mucocutaneous lymph node syndrome, Kawasaki syndrome,https://hpo.jax.org/app/browse/term/HP:0025493,,,,,
7353,7354,Sterile pyuria,Mucocutaneous lymph node syndrome, Kawasaki syndrome,https://hpo.jax.org/app/browse/term/HP:0100586,,,,,
7354,7355,Congenital malformation of the left heart,,https://hpo.jax.org/app/browse/term/HP:0045017,,,,,,
7355,7356,Vertebral arch anomaly,,https://hpo.jax.org/app/browse/term/HP:0008438,,,,,,
7356,7357,Abnormal globus pallidus morphology,,https://hpo.jax.org/app/browse/term/HP:0002453,,,,,,
7357,7358,Rounded epiphyses,Keipert Syndrome,https://hpo.jax.org/app/browse/term/HP:0006026,,,,,,
7358,7359,Central posterior corneal opacity,KPC,https://hpo.jax.org/app/browse/term/HP:0008511,,,,,,
7359,7360,Limited elbow extension and supination,KPC,https://hpo.jax.org/app/browse/term/HP:0005852,,,,,,
7360,7361,Streaks of hyperkeratosis along each finger onto the palm,PPKS1, Striate palmoplantar keratoderma 1, SPPK1,,https://hpo.jax.org/app/browse/term/HP:0007501,,,
7361,7362,Perifollicular fibrosis,KFSD, Keratosis follicularis spinulosa decalvans cum ophiasi,https://hpo.jax.org/app/browse/term/HP:0030054,,,,,
7362,7363,Abnormal morphology of right ventricular trabeculae,Mal de Naxos, Woolly hair palmoplantar keratoderma cardiac abnormalities, Keratosis palmoplantaris arrythmogenic cardiomyopathy woolly hair,https://hpo.jax.org/app/browse/term/HP:0031193,,,,
7363,7364,T-wave inversion,Mal de Naxos, Woolly hair palmoplantar keratoderma cardiac abnormalities, Keratosis palmoplantaris arrythmogenic cardiomyopathy woolly hair,https://hpo.jax.org/app/browse/term/HP:0010872,,,,
7364,7365,Hyperkeratosis with erythema,Keratosis palmoplantaris transgradiens of Siemens, MDM, Mal de Meleda,https://hpo.jax.org/app/browse/term/HP:0007390,,,,
7365,7366,Congenital symmetrical palmoplantar keratosis,Keratosis palmoplantaris transgradiens of Siemens, MDM, Mal de Meleda,https://hpo.jax.org/app/browse/term/HP:0007553,,,,
7366,7367,Herpetiform corneal ulceration,Tyrosinemia type II, Richner Hanhart syndrome, TAT deficiency,,https://hpo.jax.org/app/browse/term/HP:0007812,,,
7367,7368,Abnormal perifollicular morphology,Type of genodermatosis, Keratosis pilaris affecting the follicles of the eyebrow hairs,https://hpo.jax.org/app/browse/term/HP:0031285,,,,,
7368,7369,Cartilaginous ossification of larynx,Pulmonic stenosis brachytelephalangism and calcification of cartilages,https://hpo.jax.org/app/browse/term/HP:0008747,,,,,,
7369,7370,Cartilaginous ossification of nose,Pulmonic stenosis brachytelephalangism and calcification of cartilages,https://hpo.jax.org/app/browse/term/HP:0005275,,,,,,
7370,7371,Premature fusion of phalangeal epiphyses,Pulmonic stenosis brachytelephalangism and calcification of cartilages,https://hpo.jax.org/app/browse/term/HP:0006140,,,,,,
7371,7372,Deep cerebral white matter hyperdensities,SPG15, Spastic paraplegia and retinal degeneration, Kjellin syndrome,,https://hpo.jax.org/app/browse/term/HP:0030892,,,
7372,7373,Abnormal cartilage collagen,,https://hpo.jax.org/app/browse/term/HP:0008271,,,,,,
7373,7374,Degenerative vitreoretinopathy,,https://hpo.jax.org/app/browse/term/HP:0007964,,,,,,
7374,7375,Lattice retinal degeneration,,https://hpo.jax.org/app/browse/term/HP:0007992,,,,,,
7375,7376,Rhegmatogenous retinal detachment,,https://hpo.jax.org/app/browse/term/HP:0012230,,,,,,
7376,7377,Anterior vertebral fusion,,https://hpo.jax.org/app/browse/term/HP:0004557,,,,,,
7377,7378,Delayed patellar ossification,,https://hpo.jax.org/app/browse/term/HP:0006454,,,,,,
7378,7379,"Flattened, squared-off epiphyses of tubular bones",,https://hpo.jax.org/app/browse/term/HP:0006172,,,,,,
7379,7380,Splayed epiphyses,,https://hpo.jax.org/app/browse/term/HP:0200003,,,,,,
7380,7381,Quadriceps muscle atrophy,Kônig disease, König disease,https://hpo.jax.org/app/browse/term/HP:0009050,,,,,
7381,7382,Aplasia/Hypoplasia of the Epiglottis,,https://hpo.jax.org/app/browse/term/HP:0010565,,,,,,
7382,7383,"Microtia, second degree",Peters anomaly with short limb dwarfism, Krause-Kivlin syndrome,https://hpo.jax.org/app/browse/term/HP:0008569,,,,,
7383,7384,Abnormal pulmonary vein morphology,Peters anomaly with short limb dwarfism, Krause-Kivlin syndrome,https://hpo.jax.org/app/browse/term/HP:0030968,,,,,
7384,7385,Bilobate gallbladder,Peters anomaly with short limb dwarfism, Krause-Kivlin syndrome,https://hpo.jax.org/app/browse/term/HP:0005608,,,,,
7385,7386,L-2-hydroxyglutaric acidemia,L-2-hydroxyglutaric acidemia,https://hpo.jax.org/app/browse/term/HP:0040147,,,,,,
7386,7387,L-2-hydroxyglutaric aciduria,L-2-hydroxyglutaric acidemia,https://hpo.jax.org/app/browse/term/HP:0040144,,,,,,
7387,7388,Chronic gastritis,LACH,https://hpo.jax.org/app/browse/term/HP:0005231,,,,,,
7388,7389,Absent proximal phalanx of thumb,LADD syndrome, Levy Hollister syndrome, Lacrimoauriculodento-digital syndrome,https://hpo.jax.org/app/browse/term/HP:0009637,,,,
7389,7390,Aplasia of the parotid gland,LADD syndrome, Levy Hollister syndrome, Lacrimoauriculodento-digital syndrome,https://hpo.jax.org/app/browse/term/HP:0009740,,,,
7390,7391,Hypoplasia of the lacrimal punctum,LADD syndrome, Levy Hollister syndrome, Lacrimoauriculodento-digital syndrome,https://hpo.jax.org/app/browse/term/HP:0007892,,,,
7391,7392,Lacrimal gland aplasia,LADD syndrome, Levy Hollister syndrome, Lacrimoauriculodento-digital syndrome,https://hpo.jax.org/app/browse/term/HP:0007656,,,,
7392,7393,Limbal stem cell deficiency,LADD syndrome, Levy Hollister syndrome, Lacrimoauriculodento-digital syndrome,https://hpo.jax.org/app/browse/term/HP:0032107,,,,
7393,7394,Nephrosclerosis,LADD syndrome, Levy Hollister syndrome, Lacrimoauriculodento-digital syndrome,https://hpo.jax.org/app/browse/term/HP:0009741,,,,
7394,7395,Reduced lactate dehydrogenase B level,Lactate dehydrogenase deficiency type B, LDH deficiency B, LDHBD,https://hpo.jax.org/app/browse/term/HP:0045041,,,,
7395,7396,Palmoplantar keratosis with erythema and scale,,https://hpo.jax.org/app/browse/term/HP:0007548,,,,,,
7396,7397,Absent neutrophil lactoferrin,Specific granule deficiency, Recurrent infection due to specific granule deficiency, Lactoferrin-deficient neutrophils,,https://hpo.jax.org/app/browse/term/HP:0041042,,,
7397,7398,Increased neutrophil mitochondria,Specific granule deficiency, Recurrent infection due to specific granule deficiency, Lactoferrin-deficient neutrophils,,https://hpo.jax.org/app/browse/term/HP:0041045,,,
7398,7399,Increased neutrophil ribosomes,Specific granule deficiency, Recurrent infection due to specific granule deficiency, Lactoferrin-deficient neutrophils,,https://hpo.jax.org/app/browse/term/HP:0041046,,,
7399,7400,Low neutrophil alkaline phosphatase,Specific granule deficiency, Recurrent infection due to specific granule deficiency, Lactoferrin-deficient neutrophils,,https://hpo.jax.org/app/browse/term/HP:0041044,,,
7400,7401,Neutrophil nuclear clefts,Specific granule deficiency, Recurrent infection due to specific granule deficiency, Lactoferrin-deficient neutrophils,,https://hpo.jax.org/app/browse/term/HP:0041043,,,
7401,7402,Neonatal omphalitis,LAD, LAD 1, Lymphocyte function-associated antigen 1 immunodeficiency,,https://hpo.jax.org/app/browse/term/HP:0032435,,,
7402,7403,Recurrent gram-negative bacterial infections,LAD, LAD 1, Lymphocyte function-associated antigen 1 immunodeficiency,,https://hpo.jax.org/app/browse/term/HP:0005420,,,
7403,7404,Toe extensor amyotrophy,"Laing early-onset distal myopathy; Myopathy distal, type 1",https://hpo.jax.org/app/browse/term/HP:0011916,,,,,,
7404,7405,Minicore myopathy,"Laing early-onset distal myopathy; Myopathy distal, type 1",https://hpo.jax.org/app/browse/term/HP:0003789,,,,,,
7405,7406,Amyotrophy of ankle musculature,"Laing early-onset distal myopathy; Myopathy distal, type 1",https://hpo.jax.org/app/browse/term/HP:0009031,,,,,,
7406,7407,Anteroposteriorly shortened larynx,"Shprintzen-Goldberg omphalocele syndrome; Omphalocele, laryngeal and pharyngeal hypoplasia, learning disabilities, dysmorphic facies and spinal anomalies; Laryngeal and pharyngeal hypoplasia with omphalocele;",https://hpo.jax.org/app/browse/term/HP:0005956,,,,,,
7407,7408,Hypoplasia of the pharynx,"Shprintzen-Goldberg omphalocele syndrome; Omphalocele, laryngeal and pharyngeal hypoplasia, learning disabilities, dysmorphic facies and spinal anomalies; Laryngeal and pharyngeal hypoplasia with omphalocele;",https://hpo.jax.org/app/browse/term/HP:0009555,,,,,,
7408,7409,Hyperextensibility at wrists,Ullrich disease, Ullrich scleroatonic muscular dystrophy, UCMD,,https://hpo.jax.org/app/browse/term/HP:0005072,,,
7409,7410,Increased laxity of fingers,Ullrich disease, Ullrich scleroatonic muscular dystrophy, UCMD,,https://hpo.jax.org/app/browse/term/HP:0006149,,,
7410,7411,Reduced muscle collagen VI,Ullrich disease, Ullrich scleroatonic muscular dystrophy, UCMD,,https://hpo.jax.org/app/browse/term/HP:0030095,,,
7411,7412,Decreased Achilles reflex,ZASP-related myofibrillar myopathy,https://hpo.jax.org/app/browse/term/HP:0009072,,,,,,
7412,7413,Heterotaxy,,https://hpo.jax.org/app/browse/term/HP:0030853,,,,,,
7413,7414,Foam cells with lamellar inclusion bodies,Sterol c5-desaturase deficiency, SC5D deficiency,https://hpo.jax.org/app/browse/term/HP:0003609,,,,,
7414,7415,Lumbosacral meningocele,Sterol c5-desaturase deficiency, SC5D deficiency,https://hpo.jax.org/app/browse/term/HP:0200133,,,,,
7415,7416,Abnormality of the dorsal column of the spinal cord,Leukoencephalopathy with brain stem and spinal cord involvement - high lactate, LBSL, Leukoencephalopathy with brain stem and spinal cord involvement - lactate elevation,,https://hpo.jax.org/app/browse/term/HP:0011397,,,
7416,7417,Impaired pursuit initiation and maintenance,Leukoencephalopathy with brain stem and spinal cord involvement - high lactate, LBSL, Leukoencephalopathy with brain stem and spinal cord involvement - lactate elevation,,https://hpo.jax.org/app/browse/term/HP:0007668,,,
7417,7418,Reduced proximal interphalangeal joint space,Learman syndrome,https://hpo.jax.org/app/browse/term/HP:0006019,,,,,,
7418,7419,Symphalangism of the 4th finger,Learman syndrome,https://hpo.jax.org/app/browse/term/HP:0004197,,,,,,
7419,7420,Symphalangism affecting the phalanges of the toes,Learman syndrome,https://hpo.jax.org/app/browse/term/HP:0010179,,,,,,
7420,7421,Short distal phalanx of hallux,Learman syndrome,https://hpo.jax.org/app/browse/term/HP:0010103,,,,,,
7421,7422,Absent dorsal skin creases over affected joints,Learman syndrome,https://hpo.jax.org/app/browse/term/HP:0001049,,,,,,
7422,7423,Central retinal vessel vascular tortuosity,"Leber’s disease; Optic atrophy, Leber type; Leber optic atrophy;",https://hpo.jax.org/app/browse/term/HP:0007768,,,,,,
7423,7424,Abnormal pigmentation of the oral mucosa,"Polyposis, hamartomatous intestinal; PJS; Polyps-and-spots syndrome;",https://hpo.jax.org/app/browse/term/HP:0100669,,,,,,
7424,7425,Cervix cancer,"Polyposis, hamartomatous intestinal; PJS; Polyps-and-spots syndrome;",https://hpo.jax.org/app/browse/term/HP:0030079,,,,,,
7425,7426,Melanonychia,"Polyposis, hamartomatous intestinal; PJS; Polyps-and-spots syndrome;",https://hpo.jax.org/app/browse/term/HP:0100644,,,,,,
7426,7427,Neoplasm of the nose,"Polyposis, hamartomatous intestinal; PJS; Polyps-and-spots syndrome;",https://hpo.jax.org/app/browse/term/HP:0012720,,,,,,
7427,7428,Bladder polyp,"Polyposis, hamartomatous intestinal; PJS; Polyps-and-spots syndrome;",https://hpo.jax.org/app/browse/term/HP:0031261,,,,,,
7428,7429,Labial melanotic macule,"Polyposis, hamartomatous intestinal; PJS; Polyps-and-spots syndrome;",https://hpo.jax.org/app/browse/term/HP:0032454,,,,,,
7429,7430,Oral melanotic macule,"Polyposis, hamartomatous intestinal; PJS; Polyps-and-spots syndrome;",https://hpo.jax.org/app/browse/term/HP:0032451,,,,,,
7430,7431,Precocious puberty with Sertoli cell tumor,"Polyposis, hamartomatous intestinal; PJS; Polyps-and-spots syndrome;",https://hpo.jax.org/app/browse/term/HP:0008204,,,,,,
7431,7432,Ciliary body coloboma,Microphthalmia syndromic 1, MCOPS1, Lenz dysplasia,,https://hpo.jax.org/app/browse/term/HP:0020006,,,
7432,7433,Elevated 7-dehydrocholesterol,Smith Lemli Opitz syndrome, SLO syndrome, 7-Dehydrocholesterol reductase deficiency,,https://hpo.jax.org/app/browse/term/HP:0010569,,,
7433,7434,Facial capillary hemangioma,Smith Lemli Opitz syndrome, SLO syndrome, 7-Dehydrocholesterol reductase deficiency,,https://hpo.jax.org/app/browse/term/HP:0000996,,,
7434,7435,Paucity of anterior horn motor neurons,"Multiple contracture syndrome, Finnish type; Lethal autosomal recessive syndrome of multiple congenital contractures",https://hpo.jax.org/app/browse/term/HP:0007277,,,,,,
7435,7436,Widening of cervical spinal canal,"Multiple contracture syndrome, Finnish type; Lethal autosomal recessive syndrome of multiple congenital contractures",https://hpo.jax.org/app/browse/term/HP:0004571,,,,,,
7436,7437,Focal lissencephaly,Lethal metaphyseal dysplasia,https://hpo.jax.org/app/browse/term/HP:0007187,,,,,,
7437,7438,Horizontal inferior border of scapula,Lethal metaphyseal dysplasia,https://hpo.jax.org/app/browse/term/HP:0031233,,,,,,
7438,7439,Irregular tarsal bones,Lethal metaphyseal dysplasia,https://hpo.jax.org/app/browse/term/HP:0004688,,,,,,
7439,7440,Widened greater sciatic notch,Lethal metaphyseal dysplasia,https://hpo.jax.org/app/browse/term/HP:0008798,,,,,,
7440,7441,Hypoplastic heart,Pterygium syndrome multiple lethal type, Lethal multiple pterygium syndrome, LMPS,https://hpo.jax.org/app/browse/term/HP:0001961,,,,
7441,7442,Shortening of all metacarpals,Lethal neonatal short limb dwarfism,https://hpo.jax.org/app/browse/term/HP:0005720,,,,,,
7442,7443,Absent ossification of calvaria,Osteogenesis imperfecta congenita perinatal lethal form, Osteogenesis imperfecta congenita, Vrolik type of osteogenesis imperfecta,,https://hpo.jax.org/app/browse/term/HP:0005623,,,
7443,7444,Decreased cranial base ossification,PLSDT, Lethal short-limbed platyspondylic dwarfism Torrance type, Thanatophoric dysplasia torrance variant,https://hpo.jax.org/app/browse/term/HP:0005451,,,,
7444,7445,Disc-like vertebral bodies,PLSDT, Lethal short-limbed platyspondylic dwarfism Torrance type, Thanatophoric dysplasia torrance variant,https://hpo.jax.org/app/browse/term/HP:0004591,,,,
